nama_tempat,type_place,alamat,jam_operasional,rating,jumlah_review,telepon,stt_tlp,website,latitude,longitude,Ketersediaan Akses,aksesibilitas
Masjid Agung Conggeang,Masjid,"7265+6QM, Dsn.Kaum, Desa Ke.Conggeang, Kab.Sumedang, Jl. Legok - Conggeang, Conggeang Kulon, Kec. Conggeang, Kabupaten Sumedang, Jawa Barat 45391",,"4,6",105,"
0822-1926-3240",Ada,Tidak Tersedia,-6.739418,108.009434,Aksesibilitas Tersedia,[]
Masjid AL Ihsan SMKN 1 Sumedang,Masjid,"5W7G+GJQ, Situ, Kec. Sumedang Utara, Kabupaten Sumedang, Jawa Barat 45621",,"4,0",5,,Tidak Ada ,Tidak Tersedia,-6.8361696,107.9265942,Aksesibilitas Tersedia,[]
Masjid Jami' Ibnu Taimiyah Sumedang,Masjid,"4WP3+Q9F, Pasanggrahan Baru, Kec. Sumedang Sel., Kabupaten Sumedang, Jawa Barat 45311",04.00 hingga 21.00,"4,8",61,"
0852-2425-1844",Ada,Tidak Tersedia,-6.8630612,107.903422,Aksesibilitas Tersedia,[]
Masjid Raya Ciromed,Masjid,"3QQV+VH3, Jl. Pamagersari, Kutamandiri, Kec. Tanjungsari, Kabupaten Sumedang, Jawa Barat 45362",Buka 24 jam,"4,5",117,,Tidak Ada ,Tidak Tersedia,-6.910372,107.793926,Aksesibilitas Tersedia,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']"
Menara Masjid Agung Sumedang,Masjid,"Jl. Raya Cirebon - Bandung No.40, Regol Wetan, Kec. Sumedang Sel., Kabupaten Sumedang, Jawa Barat 45311",,"4,3",3,,Tidak Ada ,Tidak Tersedia,-6.8604267,107.9210257,Aksesibilitas Tersedia,[]
MASJID JAMI AL-KHOIRIYAH,Masjid,"Dusun Cilangah, Baginda, Kec. Sumedang Sel., Kabupaten Sumedang, Jawa Barat 45311",04.00 hingga 20.00,"4,6",38,"
0823-7555-5573",Ada,Tidak Tersedia,-6.8985511,107.9377285,Aksesibilitas Tersedia,[]
Masjid Nurul Iman,Masjid,"Perumahan Griya Jatinangor 2 RW.14, RT.06, Cinanjung, Kec. Tanjungsari, Kabupaten Sumedang, Jawa Barat 45362",,"4,7",15,,Tidak Ada ,Tidak Tersedia,-6.9144512,107.7962466,Aksesibilitas Tersedia,['Tidak memiliki tempat parkir khusus pengguna kursi roda']
Masjid Al-Furqon (H. Abdul Rosyid),Masjid,"5XR7+2J9, Jl. Bukit Nyampai Mandalaherang, Mandalaherang, Kec. Cimalaka, Kabupaten Sumedang, Jawa Barat 45353",,"5,0",1,,Tidak Ada ,Tidak Tersedia,-6.809974,107.9641073,Aksesibilitas Tersedia,[]
Masjid Jami Ar-Rohman,Masjid,"4VJG+J58, Jl. Cadas Pangeran, Ciherang, Kec. Sumedang Sel., Kabupaten Sumedang, Jawa Barat 45311",,"4,4",39,,Tidak Ada ,Tidak Tersedia,-6.8684641,107.875443,Aksesibilitas Tersedia,['Tidak memiliki pintu masuk khusus pengguna kursi roda']
Masjid Al Falah Amariya,Masjid,"65P2+FM8, Dusun Situsari, RT.01/RW.05, Tolengas, Kec. Tomo, Kabupaten Sumedang, Jawa Barat 45382",,"5,0",20,"
0812-2174-1285",Ada,Tidak Tersedia,-6.7638345,108.1517074,Aksesibilitas Tersedia,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']"
Masjid Al-Syukur,Masjid,"2RX9+FH5, Jl. Dadali, Cihanjuang, Kec. Cimanggung, Kabupaten Sumedang, Jawa Barat 45364",,"4,8",12,,Tidak Ada ,Tidak Tersedia,-6.9513585,107.8189771,Aksesibilitas Tersedia,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']"
Masjid Jami babussalam,Masjid,"5XP8+QXM, Cibeureum Kulon, Kec. Cimalaka, Kabupaten Sumedang, Jawa Barat",Buka 24 jam,"4,8",9,,Tidak Ada ,Tidak Tersedia,-6.8130287,107.9674185,Aksesibilitas Tersedia,[]
MESJID AT-TAQWA,Masjid,"4WWC+VMF, Jl. Kutamaya, Kotakulon, Kec. Sumedang Sel., Kabupaten Sumedang, Jawa Barat 45311",,"4,5",17,,Tidak Ada ,Tidak Tersedia,-6.8528176,107.9216607,Aksesibilitas Tersedia,[]
Masjid Jami Al-Fatimah,Masjid,"Jl. Serma Muchtar No.73, Situ, Kec. Sumedang Utara, Kabupaten Sumedang, Jawa Barat 45621",03.45 hingga 20.00,"4,0",3,,Tidak Ada ,Tidak Tersedia,-6.8446648,107.9190487,Aksesibilitas Tersedia,[]
Masjid Besar Al Birkah,Masjid,"342G+MFR, Sirnasari, Kec. Jatinunggal, Kabupaten Sumedang, Jawa Barat 45376",Buka 24 jam,"4,9",8,,Tidak Ada ,Tidak Tersedia,-6.9482503,108.1261446,Aksesibilitas Tersedia,[]
Masjid Jami Al-amanah,Masjid,"2RWJ+PC2, Pasirnanjung, Kec. Cimanggung, Kabupaten Sumedang, Jawa Barat 45364",,"4,5",20,,Tidak Ada ,Tersedia,-6.9532455,107.8310134,Aksesibilitas Tersedia,['Tidak memiliki pintu masuk khusus pengguna kursi roda']
Masjid AT TAQWA Margamukti,Masjid,"Jl. Panyindangan No.53, Margamukti, Kec. Sumedang Utara, Kabupaten Sumedang, Jawa Barat 45621",Buka 24 jam,"4,8",4,,Tidak Ada ,Tidak Tersedia,-6.8330114,107.9038632,Aksesibilitas Tersedia,[]
Masjid Jami Al-MUTTAQIIN,Masjid,"4WCC+2V8, Margamekar, Kec. Sumedang Sel., Kabupaten Sumedang, Jawa Barat 45311",Buka 24 jam,"4,7",25,,Tidak Ada ,Tidak Tersedia,-6.8799508,107.9222044,Aksesibilitas Tersedia,[]
Masjid Jami Nurul Huda,Masjid,"5W5Q+572, Jl. Kebon Kalapa, Rancamulya, Kec. Sumedang Utara, Kabupaten Sumedang, Jawa Barat 45621",,"4,3",13,,Tidak Ada ,Tidak Tersedia,-6.8421114,107.9381277,Aksesibilitas Tersedia,[]
Masjid Raya Nyalindung,Masjid,"625R+MPV, Nyalindung, RT.06/RW.2, Padanaan, Kec. Paseh, Kabupaten Sumedang, Jawa Barat 45381",Buka 24 jam,"4,7",505,,Tidak Ada ,Tidak Tersedia,-6.7907563,108.0418095,Aksesibilitas Tersedia,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']"
Masjid Jami Al Ihsan,Masjid,"5W5G+8MQ, Kotakaler, Kec. Sumedang Utara, Kabupaten Sumedang, Jawa Barat 45621",,"5,0",3,,Tidak Ada ,Tidak Tersedia,-6.8416585,107.9267416,Aksesibilitas Tersedia,[]
Mesjid Al Mubarok,Tempat Ibadah,"Pabuaran, RT. 04 RW. 02, Sukawenang, Ganeas, Jatihurip, Kec. Sumedang Utara, Kabupaten Sumedang, Jawa Barat 45621",,"5,0",2,,Tidak Ada ,Tidak Tersedia,-6.8163934,107.9258167,Aksesibilitas Tersedia,[]
Masjid Jami PT.PLN GITET (S.O.F.T),Masjid,"2RM9+J2W, Cihanjuang, Kec. Cimanggung, Kabupaten Sumedang, Jawa Barat 45364",Buka 24 jam,"5,0",10,,Tidak Ada ,Tidak Tersedia,-6.9658937,107.8175655,Aksesibilitas Tersedia,[]
Masjid Jami Al Falah,Masjid,"5WRW+V3, Licin, Kec. Cimalaka, Kabupaten Sumedang, Jawa Barat 45353",,"5,0",1,,Tidak Ada ,Tidak Tersedia,-6.8079798,107.9452003,Aksesibilitas Tersedia,[]
Masjid Al - Hidayah,Masjid,"4R2V+44Q, Cihonje, Cigendel, Pamulihan, Sumedang Regency, West Java 45365",Buka 24 jam,"4,8",6,,Tidak Ada ,Tersedia,-6.8996524,107.8428573,Aksesibilitas Tersedia,[]
Masjid Al-Furqon,Masjid,"Asem/Pasir Lembur Sawah, Cijeruk, Kec. Pamulihan, Kabupaten Sumedang, Jawa Barat 45365",,"5,0",24,"
0811-2181-876",Ada,Tidak Tersedia,-6.8745922,107.8602088,Aksesibilitas Tersedia,[]
Masjid Besar Pamulihan,Masjid,"Jl. Raya Simpang-Parakanmuncang No.16, Haurngombong, Kec. Pamulihan, Kabupaten Sumedang, Jawa Barat 45362",03.30 hingga 20.00,"4,5",167,,Tidak Ada ,Tidak Tersedia,-6.9063298,107.8274145,Aksesibilitas Tersedia,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']"
Masjid al-Furqon Sumedang Selatan,Masjid,"4WWF+P9Q, Jl. Prabu Geusan Ulun, Regol Wetan, Kec. Sumedang Sel., Kabupaten Sumedang, Jawa Barat 45311",,"4,4",9,,Tidak Ada ,Tidak Tersedia,-6.8531608,107.9234818,Aksesibilitas Tersedia,[]
Masjid Al Huda Tegalwangon,Masjid,"64XP+786, Palabuan, Kec. Ujung Jaya, Kabupaten Sumedang, Jawa Barat 45383",,"4,5",44,,Tidak Ada ,Tidak Tersedia,-6.7518494,108.1357675,Aksesibilitas Tersedia,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']"
Masjid Cikaramas,Masjid,"5WFX+MW9, Kebonkalapa, Kec. Cisarua, Kabupaten Sumedang, Jawa Barat 45353",,"4,4",12,,Tidak Ada ,Tidak Tersedia,-6.8258252,107.9498574,Aksesibilitas Tersedia,[]
Masjid Jami Al-Khudamat,Masjid,"5XXV+PRR, Legok Kaler, Kec. Paseh, Kabupaten Sumedang, Jawa Barat 45381",,"4,1",10,,Tidak Ada ,Tidak Tersedia,,,Aksesibilitas Tersedia,[]
Masjid Fatwa Wicaksono,Masjid,"8VHF+FHF Dsn, ciloa, Pamekarsari, Surian, Sumedang Regency, West Java 45393",04.00 hingga 19.30,"4,9",14,,Tidak Ada ,Tidak Tersedia,-6.6713203,107.8739183,Aksesibilitas Tersedia,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']"
Masjid Jami Al Fathiah,Masjid,"JL.Bojong Kaler Kebon Kelapa No.45321, Rancamulya, Kec. Sumedang Utara, Kabupaten Sumedang, Jawa Barat 45321",Buka 24 jam,"4,8",5,"
0822-9949-7811",Ada,Tidak Tersedia,-6.8438017,107.9401518,Aksesibilitas Tersedia,[]
mesjid pasir balok,Masjid,"348C+J83, Unnamed Road, Sarimekar, Kec. Jatinunggal, Kabupaten Sumedang, Jawa Barat 45376",Buka 24 jam,"5,0",2,,Tidak Ada ,Tidak Tersedia,-6.9334934,108.1208056,Aksesibilitas Tersedia,[]
MASJID JAMI ASSANUSIYAH,Masjid,"Jl. Panyingkiran No.80, Situ, Kec. Sumedang Utara, Kabupaten Sumedang, Jawa Barat 45621",,"4,4",5,,Tidak Ada ,Tidak Tersedia,-6.8423281,107.9248253,Aksesibilitas Tersedia,[]
Mesjid Jami' Assalam Cikoneng,Masjid,"4XW5+HF3, Cikoneng, Kec. Ganeas, Kabupaten Sumedang, Jawa Barat 45356",,"4,7",57,,Tidak Ada ,Tidak Tersedia,-6.853601,107.9586871,Aksesibilitas Tersedia,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']"
Masjid Cahyati,Masjid,"Jl. Pangeran Santri No.60, RT.01/RW.13, Kotakulon, Kec. Sumedang Sel., Kabupaten Sumedang, Jawa Barat 45311",,"4,9",17,,Tidak Ada ,Tidak Tersedia,-6.8516845,107.9214018,Aksesibilitas Tersedia,[]
Mesjid Jami Nurul Iman,Masjid,"4W96+VW6, Gunung Gadung, Sukajaya, Kec. Sumedang Sel., Kabupaten Sumedang, Jawa Barat 45311",Buka 24 jam,"5,0",1,"
0881-5108-256",Ada,Tidak Tersedia,-6.8803337,107.9122763,Aksesibilitas Tersedia,[]
Masjid Al Hidayah,Masjid,"3432+RV6, Pawenang, Kec. Jatinunggal, Kabupaten Sumedang, Jawa Barat 45376",,"4,5",17,,Tidak Ada ,Tidak Tersedia,-6.9454593,108.1021532,Aksesibilitas Tersedia,[]
MASJID JAMI NURUL HAYAT,Masjid,"4WMX+XJ9, Cikondang, Kec. Ganeas, Kabupaten Sumedang, Jawa Barat 45356",Buka 24 jam,"4,8",35,,Tidak Ada ,Tidak Tersedia,-6.8650884,107.9491201,Aksesibilitas Tersedia,[]
Masjid Al-Amin,Masjid,"4WQG+94R, Cipameungpeuk, Kec. Sumedang Sel., Kabupaten Sumedang, Jawa Barat 45315",,"4,9",13,,Tidak Ada ,Tidak Tersedia,-6.861511,107.9252572,Aksesibilitas Tersedia,[]
Masjid Al-hidayah Polres Sumedang,Masjid,"5W79+7CW, Situ, Kec. Sumedang Utara, Kabupaten Sumedang, Jawa Barat 45621",,"5,0",2,,Tidak Ada ,Tidak Tersedia,-6.836884,107.9184883,Aksesibilitas Tersedia,[]
Masjid Al Fajri,Masjid,"2QXX+C84, Mangunarga, Kec. Cimanggung, Kabupaten Sumedang, Jawa Barat 45364",,"4,7",13,,Tidak Ada ,Tidak Tersedia,-6.9514822,107.7983307,Aksesibilitas Tersedia,[]
Masjid Al Mujahidin,Masjid,"5W3P+8HF, Jl. Sebelas April, Rancamulya, Kec. Sumedang Utara, Kabupaten Sumedang, Jawa Barat 45621",,"5,0",2,,Tidak Ada ,Tidak Tersedia,-6.8466871,107.9364319,Aksesibilitas Tersedia,[]
Masjid Jami Nasurulloh,Masjid,"Jl. Sebelas April No.km 3, Rancamulya, Kec. Sumedang Utara, Kabupaten Sumedang, Jawa Barat 45621",Buka 24 jam,,,,Tidak Ada ,Tidak Tersedia,-6.8482668,107.9463167,Aksesibilitas Tersedia,[]
Masjid Jami DARUSSALAM Panadahan,Masjid,"74FW+9PM, Kudangwangi, Kec. Ujung Jaya, Kabupaten Sumedang, Jawa Barat 45383",Buka 24 jam,"4,9",14,,Tidak Ada ,Tidak Tersedia,-6.7265456,108.1467969,Aksesibilitas Tersedia,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']"
Masjid Darussakinah Griya Sampurna,Masjid,"2RX6+X83, Sawahdadap, Kec. Cimanggung, Kabupaten Sumedang, Jawa Barat 45364",,"5,0",9,,Tidak Ada ,Tidak Tersedia,-6.9501091,107.8107818,Aksesibilitas Tersedia,[]
Masjid Agung Cikareo,Masjid,"23QV+HWV, Cikareo Utara, Kec. Wado, Kabupaten Sumedang, Jawa Barat 45373",Buka 24 jam,"4,5",44,,Tidak Ada ,Tidak Tersedia,,,Aksesibilitas Tersedia,[]
Mesjid AT-TAUFIQ,Masjid,"3RJQ+V47, Dusun Cipelah, RT.24/RW.06, Mekarbakti, Kec. Pamulihan, Kabupaten Sumedang, Jawa Barat 45365",Buka 24 jam,"5,0",2,"
0857-8871-1236",Ada,Tidak Tersedia,-6.9178398,107.8378024,Aksesibilitas Tersedia,[]
masjid jami al ghufron,Masjid,"5W4H+G3G, Kotakaler, Kec. Sumedang Utara, Kabupaten Sumedang, Jawa Barat 45621",,"5,0",1,,Tidak Ada ,Tidak Tersedia,-6.8436814,107.9276999,Aksesibilitas Tersedia,[]
Masjid As Sa'diah,Masjid,"Jl. Prabu Gajah Agung No.11, Situ, Kec. Sumedang Utara, Kabupaten Sumedang, Jawa Barat 45621",04.00 hingga 20.00,"4,8",210,,Tidak Ada ,Tidak Tersedia,-6.8360022,107.9171458,Aksesibilitas Tersedia,['Memiliki pintu masuk khusus pengguna kursi roda']
Masjid Agung Darmaraja,Masjid,"33JF+QPF, Darmaraja, Kec. Darmaraja, Kabupaten Sumedang, Jawa Barat 45372",Buka 24 jam,"4,5",117,,Tidak Ada ,Tidak Tersedia,,,Aksesibilitas Tersedia,[]
MASJID JAMI AL BAROKAH,Masjid,"4XV5+QF3, Cikoneng, Kec. Ganeas, Kabupaten Sumedang, Jawa Barat 45356",,"5,0",4,"
0819-3203-4621",Ada,Tidak Tersedia,-6.8556005,107.9586754,Aksesibilitas Tersedia,['Tidak memiliki pintu masuk khusus pengguna kursi roda']
Masjid Agung Situraja,Masjid,"Situraja, Kec. Situraja, Kabupaten Sumedang, Jawa Barat 45371",Buka 24 jam,"4,6",198,,Tidak Ada ,Tidak Tersedia,-6.8398208,108.0179064,Aksesibilitas Tersedia,['Tidak memiliki tempat parkir khusus pengguna kursi roda']
Masjid Jami LDII BAITURROHMAN,Masjid,"5W8M+G9H, Kebonjati, Kec. Sumedang Utara, Kabupaten Sumedang, Jawa Barat 45621",Buka 24 jam,"4,3",15,,Tidak Ada ,Tidak Tersedia,-6.833696,107.9334782,Aksesibilitas Tersedia,[]
Masjid Sabeulit,Masjid,"4499+GPM, Jemah, Kec. Jatigede, Kabupaten Sumedang, Jawa Barat 45377",Buka 24 jam,"4,6",14,,Tidak Ada ,Tidak Tersedia,-6.8811669,108.1192888,Aksesibilitas Tersedia,['Tidak memiliki pintu masuk khusus pengguna kursi roda']
Masjid jami Al-Mubaroq,Masjid,"2RVJ+G39, Jl. Mayor Mansu, Pasirnanjung, Kec. Cimanggung, Kabupaten Sumedang, Jawa Barat 45364",Buka 24 jam,"5,0",2,,Tidak Ada ,Tidak Tersedia,-6.9562096,107.8302257,Aksesibilitas Tersedia,[]
Masjid Al Ishlah,Masjid,"Jl. Prabu Gajah Agung No.19, Kotakaler, Kec. Sumedang Utara, Kabupaten Sumedang, Jawa Barat 45621",09.00 hingga 22.00,"4,7",31,,Tidak Ada ,Tidak Tersedia,-6.8341163,107.9282905,Aksesibilitas Tersedia,[]
Masjid PT PLN (Persero) UIT JBT,Masjid,"2RM8+JWQ, Jl. Raya Bandung - Garut, Cihanjuang, Kec. Cimanggung, Kabupaten Sumedang, Jawa Barat 45364",03.30 hingga 20.00,"4,8",1.340,,Tidak Ada ,Tersedia,-6.9659093,107.8173462,Aksesibilitas Tersedia,[]
Masjid Besar Nurul Iman,Masjid,"64QQ+W9H, Tomo, Kec. Tomo, Kabupaten Sumedang, Jawa Barat 45382",,"4,7",22,,Tidak Ada ,Tidak Tersedia,-6.7601974,108.1384732,Aksesibilitas Tersedia,[]
Masjid Baitul Amanah,Masjid,"5X2F+XW9, Cibogo Dua, Ganeas, Kec. Ganeas, Kabupaten Sumedang, Jawa Barat 45356",,"4,5",33,,Tidak Ada ,Tidak Tersedia,-6.8476,107.974874,Aksesibilitas Tersedia,['Tidak memiliki pintu masuk khusus pengguna kursi roda']
Masjid Al-Kamil PP Sumedang,Masjid,"5W69+276, Situ, Kec. Sumedang Utara, Kabupaten Sumedang, Jawa Barat 45621",05.00 hingga 20.00,"4,6",220,"
0823-7555-5573",Ada,Tidak Tersedia,-6.8399571,107.9181533,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
Masjid Jami Al-Iman Darussalam,Masjid,"3RQ5+68H, Cinanjung, Kec. Tanjungsari, Kabupaten Sumedang, Jawa Barat 45362",,"4,5",2,"
0813-2407-6768",Ada,Tidak Tersedia,-6.911927,107.8083606,Aksesibilitas Tersedia,[]
Masjid Jami Al-Abror,Masjid,"2RP6+HM3, Jl. Bunter, Sukadana, Kec. Cimanggung, Kabupaten Sumedang, Jawa Barat 45364",Buka 24 jam,"4,7",11,,Tidak Ada ,Tidak Tersedia,-6.9636244,107.8116777,Aksesibilitas Tersedia,[]
Masjid Besar Cimalaka,Masjid,"5WPX+68J, Cimalaka, Kec. Cimalaka, Kabupaten Sumedang, Jawa Barat 45353",,"4,6",9,,Tidak Ada ,Tidak Tersedia,,,Aksesibilitas Tersedia,[]
Masjid Jami Al Ikhlas Cibengkung Jembarwangi,Tempat Ibadah,"55M4+784, Jembarwangi, Kec. Tomo, Kabupaten Sumedang, Jawa Barat 45382",,"4,5",8,,Tidak Ada ,Tidak Tersedia,-6.8168708,108.1558353,Aksesibilitas Tersedia,[]
Al-Hidayah Mosque,Masjid,"4WJM+3HH, Jl. Pagar Betis, Dusun Nangkod, RT.02/RW.03, Sukagalih, Sumedang Selatan, Sumedang Regency, West Java 45311",,"4,9",8,,Tidak Ada ,Tidak Tersedia,-6.8698155,107.9339965,Aksesibilitas Tersedia,[]
Masjid Assalam,Masjid,"Jl. Serma Muchtar No.52, Situ, Kec. Sumedang Utara, Kabupaten Sumedang, Jawa Barat 45323",,"4,7",156,,Tidak Ada ,Tidak Tersedia,-6.8447291,107.9202003,Aksesibilitas Tersedia,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']"
Masjid Jami Al- Hidayah,Masjid,"4VVW+FPH, Girimukti, Kec. Sumedang Utara, Kabupaten Sumedang, Jawa Barat 45621",Buka 24 jam,"5,0",2,"
0812-8840-017",Ada,Tidak Tersedia,-6.8563168,107.8968455,Aksesibilitas Tersedia,[]
Masjid Al Alif,Masjid,"3QHV+P7J, Cinanjung, Kec. Tanjungsari, Kabupaten Sumedang, Jawa Barat 45362",,"4,6",29,,Tidak Ada ,Tidak Tersedia,,,Aksesibilitas Tersedia,[]
MASJID AN NAJAH,Masjid,"2RRG+J79, Jl. Parakanmuncang, Sindanggalih, Kec. Cimanggung, Kabupaten Sumedang, Jawa Barat 45364",,"4,7",26,,Tidak Ada ,Tidak Tersedia,-6.9584542,107.8257371,Aksesibilitas Tersedia,[]
Masjid Al Bashir,Masjid,"5XQC+RGW, Cibeureum Kulon, Kec. Cimalaka, Kabupaten Sumedang, Jawa Barat 45353",,"5,0",17,,Tidak Ada ,Tidak Tersedia,-6.8103801,107.9713394,Aksesibilitas Tersedia,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']"
Mesjid Nurul Ikhlàs Tegal Panjang,Masjid,"5X39+664, Ganeas, Kec. Ganeas, Kabupaten Sumedang, Jawa Barat 45356",,"4,6",66,,Tidak Ada ,Tidak Tersedia,-6.8469782,107.9680783,Aksesibilitas Tersedia,[]
Masjid Besar Tegal Kalong,Masjid,"5W2G+JW9, Jl. H. Sulaeman, Talun, Kec. Sumedang Utara, Kabupaten Sumedang, Jawa Barat 45621",,"4,6",613,,Tidak Ada ,Tidak Tersedia,-6.848454,107.927356,Aksesibilitas Tersedia,[]
Masjid Jami Nurul Hasanah,Masjid,"4V22+6CR, Dangdeur, Cigendel, Kec. Pamulihan, Kabupaten Sumedang, Jawa Barat 45361",Buka 24 jam,"4,8",6,,Tidak Ada ,Tidak Tersedia,-6.8993849,107.8510287,Aksesibilitas Tersedia,['Tidak memiliki tempat parkir khusus pengguna kursi roda']
Masjid Al Huda,Masjid,"5W6G+V3G, Jl. Angkrek Asrama Polisi Angkrek, Kotakaler, Kec. Sumedang Utara, Kabupaten Sumedang, Jawa Barat 45621",,"4,7",19,,Tidak Ada ,Tidak Tersedia,-6.8378181,107.9252022,Aksesibilitas Tersedia,[]
Masjid Jami Najmul Akbar,Masjid,"Jl. Bintang Agung Raya No.82, Cihanjuang, Kec. Cimanggung, Kabupaten Sumedang, Jawa Barat 45364",,"4,8",21,,Tidak Ada ,Tidak Tersedia,-6.9542509,107.8199677,Aksesibilitas Tersedia,[]
Masjid Jami Nuurul Iman,Masjid,"5W7J+J62, Jl. Mayor Abdurahman, Kotakaler, Kec. Sumedang Utara, Kabupaten Sumedang, Jawa Barat 45621",Buka 24 jam,"4,7",13,,Tidak Ada ,Tidak Tersedia,-6.8359865,107.9305223,Aksesibilitas Tersedia,[]
MASJID JAMI IAL-IKHLAS,Masjid,"Cikoneng No.213, Rancamulya, Kec. Sumedang Utara, Kabupaten Sumedang, Jawa Barat 45621",Buka 24 jam,,,,Tidak Ada ,Tidak Tersedia,-6.8463738,107.9393942,Aksesibilitas Tersedia,[]
Masjid Jamie Nurulhidayah,Masjid,"5V3Q+GRC, Cihanyir, Girimukti, Kec. Sumedang Utara, Kabupaten Sumedang, Jawa Barat 45621",,"4,2",6,,Tidak Ada ,Tidak Tersedia,-6.8461879,107.889525,Aksesibilitas Tersedia,[]
Masjid jami AL FALAH,Masjid,"3RJQ+MXQ, Dsn cipelah, RT.29/RW.07, Mekarbakti, Kec. Pamulihan",,"5,0",1,,Tidak Ada ,Tidak Tersedia,-6.9182941,107.8399954,Aksesibilitas Tersedia,[]
Masjid NUR ATIN,Masjid,"Cicelot, Mandalaherang, Kec. Cimalaka, Kabupaten Sumedang, Jawa Barat 45353",Buka 24 jam,"4,9",25,,Tidak Ada ,Tersedia,-6.8165544,107.9597723,Aksesibilitas Tersedia,[]
