nama_tempat,type_place,alamat,jam_operasional,rating,jumlah_review,telepon,stt_tlp,website,latitude,longitude,Ketersediaan Akses,aksesibilitas
Masjid Rahmatul Ummah,Masjid,"9R69+W9X, Genteng, Kec. Bogor Sel., Kota Bogor, Jawa Barat",04.00 hingga 21.15,"4,7",86,,Tidak Ada ,Tidak Tersedia,-6.6376375,106.8184844,Aksesibilitas Tersedia,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']"
Masjid Jami' Al-Maidah,Masjid,"Jl. Raya Semplak No.291 15 5, RT.04/RW.06, Semplak, Kec. Bogor Bar., Kota Bogor, Jawa Barat 16114",Buka 24 jam,"4,8",226,"
(0251) 7535974",Ada,Tidak Tersedia,,,Aksesibilitas Tersedia,[]
Masjid Al-Kautsar - Universitas Pakuan Bogor,Masjid,"Jl. Pakuan No.38, RT.02/RW.06, Tegallega, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16129",,"4,6",96,,Tidak Ada ,Tidak Tersedia,-6.5990108,106.8115195,Aksesibilitas Tersedia,['Tidak memiliki tempat parkir khusus pengguna kursi roda']
Masjid Jami' Daruttamam,Masjid,"CRXF+2PV, Tanah Baru, Kec. Bogor Utara, Kota Bogor, Jawa Barat",03.30 hingga 21.30,"4,7",37,,Tidak Ada ,Tidak Tersedia,-6.5524493,106.8242724,Aksesibilitas Tersedia,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']"
Masjid Biru At Thohirin,Masjid,"Jl. Raya Ciawi - Sukabumi, RT.03/RW.10, Benda, Kec. Bogor Sel., Kota Bogor, Jawa Barat 16138",04.00 hingga 21.00,"4,8",1.026,,Tidak Ada ,Tersedia,-6.671011,106.8460694,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
Masjid Jami' Baitul Magfirah,Masjid,"9RV3+3MW, Babakan Ps., Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat",04.00 hingga 21.15,"4,8",41,,Tidak Ada ,Tidak Tersedia,-6.6072059,106.8041771,Aksesibilitas Tersedia,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']"
Masjid Jami' At-Taqwa,Masjid,"FR47+C9F, Ciparigi, Kec. Bogor Utara, Kota Bogor, Jawa Barat",04.00 hingga 21.15,"4,8",72,,Tidak Ada ,Tidak Tersedia,-6.5439375,106.8134219,Aksesibilitas Tersedia,['Tidak memiliki pintu masuk khusus pengguna kursi roda']
Masjid Jami Nurul Ikhlas,Masjid,"Jl. Veteran No.44, RT.01/RW.02, Kb. Klp., Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16125",03.30 hingga 21.30,"4,8",67,,Tidak Ada ,Tidak Tersedia,-6.5953965,106.7861062,Aksesibilitas Tersedia,[]
Masjid Jami' Al-Muslimun,Masjid,"Jl. Kresna Raya No.16, RT.05/RW.15, Bantarjati, Kec. Bogor Utara, Kota Bogor, Jawa Barat 16153",Buka 24 jam,"4,8",434,"
(0251) 8390008",Ada,Tidak Tersedia,-6.5718601,106.8118609,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
Masjid Jami' Al-Ghozi Bogor,Masjid,"Jl. Palem Raya Jl. Ring Road Taman Yasmin No.V, RT.04/RW.10, Curugmekar, Kec. Bogor Bar., Kota Bogor, Jawa Barat 16113",Buka 24 jam,"4,8",349,,Tidak Ada ,Tidak Tersedia,-6.5616606,106.7678521,Aksesibilitas Tersedia,[]
Masjid AT TAQWA Pekojan,Masjid,"Jl. Pekojan No.12, RT.03/RW.01, Empang, Kec. Bogor Sel., Kota Bogor, Jawa Barat 16132",Buka 24 jam,"4,9",88,,Tidak Ada ,Tersedia,-6.6066,106.7943947,Aksesibilitas Tersedia,[]
Masjid Jami' Al-Ghifari IPB,Masjid,"Komplek SB IPB Jalan Lodaya No.11, RT.04/RW.2, Babakan, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16128",Buka 24 jam,"4,7",471,"
(0251) 8323879",Ada,Tidak Tersedia,,,Aksesibilitas Tersedia,[]
Masjid Al-Hikmah,Masjid,"CR86+736, Jl. Sultan Agung villa indah Pajajaran, RT.04/RW.07, Bantarjati, Kec. Bogor Utara, Kota Bogor, Jawa Barat 16153",04.00 hingga 21.15,"4,9",90,,Tidak Ada ,Tidak Tersedia,-6.5843275,106.8101254,Aksesibilitas Tersedia,[]
Masjid Jami' Al-Khoeriyyah,Masjid,"9QWV+P9G, Paledang, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat",Buka 24 jam,"4,9",22,,Tidak Ada ,Tidak Tersedia,-6.6031875,106.7934531,Aksesibilitas Tersedia,[]
Masjid Jami' Adz-Dzikraa,Masjid,"Jl. Mayor Oking No.92, RT.04/RW.06, Kp. Parung Jambu, Cibogor, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16124",04.00 hingga 21.15,"4,8",580,,Tidak Ada ,Tidak Tersedia,-6.5910211,106.7907749,Aksesibilitas Tersedia,[]
Masjid Jami Hejo Al-Ikhlas Denpom III/1 Bogor,Masjid,"CQ4X+R5P, RT.03/RW.07, Sempur, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16129",04.00 hingga 21.15,"4,9",37,,Tidak Ada ,Tidak Tersedia,-6.5929006,106.7979382,Aksesibilitas Tersedia,[]
Masjid Bogor Rest Area KM 38 B,Masjid,"CRFQ+XF7, Cimahpar, Kec. Bogor Utara, Kota Bogor, Jawa Barat",04.00 hingga 21.00,"4,5",811,,Tidak Ada ,Tidak Tersedia,-6.5751203,106.8387606,Aksesibilitas Tersedia,['Ada toilet khusus pengguna kursi roda']
Masjid Jami' Darussalam - Taman Cimanggu,Masjid,"Jl. Tj. Raya Blok O6 No.1, RT.04/RW.05, Kedung Waringin, Kec. Tanah Sereal, Kota Bogor, Jawa Barat 16164",Buka 24 jam,"4,8",398,,Tidak Ada ,Tidak Tersedia,-6.5675861,106.7814439,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
Masjid Jami' Al-Huda,Masjid,"Jl. Cemara No.6 Blok b, RT.01/RW.01, Kedunghalang, Bogor Utara, Bogor City, West Java 16158",04.00 hingga 21.15,"4,8",73,"
0858-1132-3095",Ada,Tidak Tersedia,-6.5597957,106.8104305,Aksesibilitas Tersedia,[]
Masjid Jami Miftahussalam,Masjid,"Gg. Pangumbahan No.14, RT.05/RW.04, Cikaret, Kec. Bogor Sel., Kota Bogor, Jawa Barat 16132",,"4,8",94,,Tidak Ada ,Tidak Tersedia,-6.6160113,106.7876944,Aksesibilitas Tersedia,[]
Masjid Jami' Baranangsiang 3,Masjid,"Masjid Baranangsiang 3, RT.04/RW.08, Tegallega, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16129",04.00 hingga 21.15,"4,8",124,,Tidak Ada ,Tidak Tersedia,-6.6003003,106.8102915,Aksesibilitas Tersedia,[]
Masjid Al-Mustofa,Masjid,"CRC3+P6X, Jl. Ciremei Ujung Kaum, RT.04/RW.10, Bantarjati, Kec. Bogor Utara, Kota Bogor, Jawa Barat 16153",Buka 24 jam,"4,9",66,,Tidak Ada ,Tidak Tersedia,-6.5781318,106.8031161,Aksesibilitas Tersedia,[]
Masjid Nurul Ikhwan,Masjid,"Jl. Perumahan Bogor Baru No.3 Blok F, RT.01/RW.06, Tegallega, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16129",04.00 hingga 21.15,"4,7",115,,Tidak Ada ,Tidak Tersedia,,,Aksesibilitas Tersedia,[]
Masjid Jami' Al Madinatul Munawwaroh,Masjid,"Jalan LetjenIbrahim Adjie, Jembatan No.47, RT.04/RW.01, Sindangbarang, Kec. Bogor Bar., Kota Bogor, Jawa Barat 16610",04.00 hingga 19.30,"4,8",207,"
0838-0572-3472",Ada,Tidak Tersedia,-6.5745213,106.7523637,Aksesibilitas Tersedia,[]
Masjid Raya Taman Yasmin,Masjid,"Jl. Pakis Raya No.22, RT.04/RW.09, Cilendek Tim., Kec. Bogor Bar., Kota Bogor, Jawa Barat 16112",Buka 24 jam,"4,8",874,,Tidak Ada ,Tersedia,-6.5677833,106.7744821,Aksesibilitas Tersedia,"['Memiliki kursi khusus pengguna kursi roda', 'Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
Masjid Jami' Asy Syifa - RS PMI Bogor,Masjid,"CR24+HRX, Rumah Sakit PMI, JL. Raya Pajajaran, Tegallega Bogor Timur, RT.02/RW.05, Tegallega, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16129",Buka 24 jam,"4,6",256,,Tidak Ada ,Tidak Tersedia,-6.5985125,106.8071094,Aksesibilitas Tersedia,['Ada toilet khusus pengguna kursi roda']
Masjid Nurut Tauhid,Masjid,"Jl. Anak Shalih, RT.02/RW.06, Cimahpar, Kec. Bogor Utara, Kota Bogor, Jawa Barat 16155",,"4,9",236,,Tidak Ada ,Tidak Tersedia,-6.5920968,106.8310241,Aksesibilitas Tersedia,[]
Masjid Jami' Al-Muhajirin,Masjid,"Jl. Duku Raya No.46, RT.02/RW.06, Baranangsiang, Kec. Bogor Tim., Kota Bogor, Jawa Barat 16143",03.30 hingga 21.30,"4,7",62,,Tidak Ada ,Tidak Tersedia,-6.620123,106.8202025,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
"Masjid Al-Falaah, Taman Yasmin Sektor 6",Masjid,"No., Republic of Indonesia, Jl. Pinang Merah Raya No.50, RT.04/RW.09, Curugmekar, Kec. Bogor Bar., Kota Bogor, Jawa Barat 16113",04.00 hingga 20.15,"4,8",261,"
(0753) 832123",Ada,Tidak Tersedia,-6.5583138,106.7682801,Aksesibilitas Tersedia,[]
Masjid At-Taufiq,Masjid,"Jl. Paledang No.44, RT.04/RW.07, Paledang, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16122",04.00 hingga 20.30,"4,8",646,,Tidak Ada ,Tidak Tersedia,-6.6015902,106.7936161,Aksesibilitas Tersedia,[]
Masjid Al-Ikhlas,Masjid,"Jl. Pakuan Utara No.115, RT.02/RW.01, Tegallega, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16129",04.00 hingga 21.15,"4,9",399,,Tidak Ada ,Tidak Tersedia,,,Aksesibilitas Tersedia,['Memiliki pintu masuk khusus pengguna kursi roda']
Masjid Jami' Al-Ikhlas,Masjid,"Jalan Batara, Gang Masjid Jami Al Ikhlas, RT. 04 / RW. 02, Babakan, Ciluar, RT.02/RW.02, Ciluar, Kec. Bogor Utara, Kota Bogor, Jawa Barat 16156",03.30 hingga 21.30,"4,6",29,,Tidak Ada ,Tidak Tersedia,-6.5524565,106.8277375,Aksesibilitas Tersedia,['Tidak memiliki pintu masuk khusus pengguna kursi roda']
Masjid Jami' Al-Bahari,Masjid,"Jl. Ciremei Ujung No.17, RT.01/RW.12, Bantarjati, Kec. Bogor Utara, Kota Bogor, Jawa Barat 16153",04.00 hingga 21.15,"4,9",103,,Tidak Ada ,Tidak Tersedia,-6.5746019,106.8048216,Aksesibilitas Tersedia,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']"
Masjid Jami Al - Hikmah,Masjid,"RT. 3, RT.01/RW.11, Cikaret, Kec. Bogor Sel., Kota Bogor, Jawa Barat 16132",Buka 24 jam,"4,9",40,"
0812-8900-6076",Ada,Tersedia,-6.611643,106.7881919,Aksesibilitas Tersedia,"['Dilengkapi dengan sistem bantu dengar', 'Memiliki kursi khusus pengguna kursi roda', 'Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
Masjid Al- Kautsar,Masjid,"Jl. Danau Bogor Raya, RT.01/RW.13, Katulampa, Kec. Bogor Tim., Kota Bogor, Jawa Barat 16144",04.00 hingga 21.15,"4,8",464,"
0815-7878-5053",Ada,Tidak Tersedia,-6.6039143,106.8288784,Aksesibilitas Tersedia,[]
MASJID AZ-ZIKRA,Masjid,"Perumahan Muslim Bukit Azzikra Sentul, Cimpambuan, Babakan Madang, Sentul Selatan, Cipambuan, Kabupaten Bogor, Jawa Barat 16810",08.00 hingga 17.00,"4,8",4.411,,Tidak Ada ,Tersedia,-6.556623,106.843028,Aksesibilitas Tersedia,"['Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']"
Masjid Al-Ikhlas Tamansari Persada,Masjid,"FQ5G+8V4, Jl. Taman Sari Persada, RT.04/RW.15, Cibadak, Kec. Tanah Sereal, Kota Bogor, Jawa Barat 16166",Buka 24 jam,"4,8",470,"
(0251) 7591359",Ada,Tersedia,,,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
Masjid Istiqomah,Masjid,"9RV6+X52, Baranangsiang, Kec. Bogor Tim., Kota Bogor, Jawa Barat",04.00 hingga 21.15,"4,8",30,,Tidak Ada ,Tidak Tersedia,-6.6051125,106.8103906,Aksesibilitas Tersedia,[]
Masjid Jami' Mahabbaturrasul,Masjid,"Jl. Villa Bogor Indah 2, RT.01/RW.14, Kedunghalang, Kec. Bogor Utara, Kota Bogor, Jawa Barat 16157",Buka 24 jam,"4,8",798,,Tidak Ada ,Tersedia,-6.5461951,106.8077637,Aksesibilitas Tersedia,['Memiliki pintu masuk khusus pengguna kursi roda']
Masjid Jami' Al-Muttaqin,Masjid,"FR58+GFH, Ciparigi, Kec. Bogor Utara, Kota Bogor, Jawa Barat",03.30 hingga 21.30,"4,7",56,,Tidak Ada ,Tidak Tersedia,-6.5411875,106.8162344,Aksesibilitas Tersedia,[]
Masjid Malikal Mulki,Masjid,"Jl. Villa Randu II No.15, RT.04/RW.08, Kedung Jaya, Kec. Tanah Sereal, Kota Bogor, Jawa Barat 16164",,"4,7",132,,Tidak Ada ,Tidak Tersedia,,,Aksesibilitas Tersedia,[]
Masjid Al-Ikhlaash - Baranangsiang Indah,Masjid,"I, Jl. Jatiluhur No.8, RT.05/RW.04, Katulampa, Kec. Bogor Tim., Kota Bogor, Jawa Barat 16144",04.00 hingga 21.15,"4,9",350,"
(0251) 8344333",Ada,Tidak Tersedia,-6.6090712,106.8228315,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
Masjid Jami Nurul Hidayah,Masjid,"Jl. Bojong Baru No.28, RT.03/RW.02, Pasirkuda, Kec. Bogor Bar., Kota Bogor, Jawa Barat 16119",,"4,8",92,,Tidak Ada ,Tidak Tersedia,-6.607479,106.7817523,Aksesibilitas Tersedia,[]
Masjid Jami Al barkah,Masjid,"Jl. Raya Tajur Jl. Pesantren No.60, RT.04/RW.01, Tajur, Kec. Bogor Tim., Kota Bogor, Jawa Barat 16141",Buka 24 jam,"4,8",10,"
0878-7023-2055",Ada,Tidak Tersedia,-6.625178,106.8220922,Aksesibilitas Tersedia,[]
Masjid Jami' Al-Juman,Masjid,"9RQ2+7XX, Bondongan, Kec. Bogor Sel., Kota Bogor, Jawa Barat",Buka 24 jam,"4,8",434,"
0878-7422-2834",Ada,Tidak Tersedia,-6.6117625,106.8024844,Aksesibilitas Tersedia,[]
Masjid Al-Askariyyah,Masjid,"9RQ2+56H, Empang, Kec. Bogor Sel., Kota Bogor, Jawa Barat",04.00 hingga 21.15,"4,5",117,,Tidak Ada ,Tidak Tersedia,-6.6120625,106.8006094,Aksesibilitas Tersedia,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']"
Masjid Roosniah Al Achmad,Masjid,"JL Bogor Nirwana Raya No.20, RT.01/RW.12, Mulyaharja, Kec. Bogor Sel., Kota Bogor, Jawa Barat 16136",,"4,7",372,,Tidak Ada ,Tidak Tersedia,-6.62506,106.796082,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
Masjid Jami' Al-Hijri,Masjid,"Blok Lebak Pilar, Jl. Jend. Sudirman Blok Lebak Pilar No.58 C, RT.06/RW.03, Sempur, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16121",04.00 hingga 21.15,"4,8",198,,Tidak Ada ,Tidak Tersedia,-6.5810668,106.7962222,Aksesibilitas Tersedia,['Tidak memiliki tempat parkir khusus pengguna kursi roda']
Masjid Jami' Al-I'tisham,Masjid,"CQCM+M74, Perumahan Bumi Menteng Asri, RT.01/RW.18, Menteng, Kec. Bogor Bar., Kota Bogor, Jawa Barat 16111",04.00 hingga 21.15,"4,9",54,,Tidak Ada ,Tidak Tersedia,-6.5783513,106.783195,Aksesibilitas Tersedia,[]
Masjid Jami' Nurul Amal,Masjid,"CQ5G+747, Jl. Mayjend Ishak Djuarsa, RT.01/RW.09, Gunungbatu, Kec. Bogor Bar., Kota Bogor, Jawa Barat 16118",04.00 hingga 21.15,"4,8",731,"
(0251) 346211",Ada,Tidak Tersedia,-6.591845,106.7753087,Aksesibilitas Tersedia,[]
Masjid Mush'ab Bin Umair,Masjid,"Jl. Villa Bogor Indah, RT.05/RW.13, Ciparigi, Kec. Bogor Utara, Kota Bogor, Jawa Barat",Buka 24 jam,"4,8",324,,Tidak Ada ,Tidak Tersedia,-6.5424851,106.8109659,Aksesibilitas Tersedia,[]
Masjid Raya Al Muttaqin,Masjid,"Jl. Achmad Adnawijaya No.112, RT.02/RW.15, Tegal Gundil, Kec. Bogor Utara, Kota Bogor, Jawa Barat 16152",04.00 hingga 20.00,"4,8",2.357,"
0896-8191-6255",Ada,Tidak Tersedia,-6.5849735,106.8162452,Aksesibilitas Tersedia,['Ada toilet khusus pengguna kursi roda']
Masjid Jami' Al-Munawwar,Masjid,"CQHX+63V, Tanah Sareal, Kec. Tanah Sereal, Kota Bogor, Jawa Barat",Buka 24 jam,"4,8",195,,Tidak Ada ,Tidak Tersedia,-6.5718875,106.7976719,Aksesibilitas Tersedia,[]
Masjid Jami' Al-Amanah,Masjid,"Jl. Rena Wijaya No.1, RT.08/RW.14, Baranangsiang, Kec. Bogor Tim., Kota Bogor, Jawa Barat 16143",04.00 hingga 21.00,"4,9",506,,Tidak Ada ,Tidak Tersedia,,,Aksesibilitas Tersedia,[]
Masjid Kifayatul Abidin Kebun Raya Bogor,Masjid,"Jl. Ir. H. Juanda No.13, RT.04/RW.02, Paledang, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16122",03.30 hingga 21.30,"4,6",105,"
(0251) 8311362",Ada,Tidak Tersedia,,,Aksesibilitas Tersedia,[]
Masjid Nurul Ihsan Griya Melati 1 Bogor,Masjid,"CQJ2+MQF, Jl. Griya Melati 1, RT.03/RW.13, Bubulak, Kec. Bogor Bar., Kota Bogor, Jawa Barat 16115",Buka 24 jam,"4,7",60,,Tidak Ada ,Tidak Tersedia,-6.5683012,106.751913,Aksesibilitas Tersedia,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']"
Masjid Jami' Al-Mu'awanah,Masjid,"9QWP+X6R, Pasir Jaya, Kec. Bogor Bar., Kota Bogor, Jawa Barat",04.00 hingga 21.15,"4,7",302,,Tidak Ada ,Tidak Tersedia,-6.6025125,106.7855156,Aksesibilitas Tersedia,[]
Masjid Dzikrullah Polresta Bogor Kota,Masjid,"CQ3R+6FC, Jl. Sekolah, RT.04/RW.01, Paledang, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16122",,"4,7",20,,Tidak Ada ,Tidak Tersedia,-6.5969388,106.7911271,Aksesibilitas Tersedia,[]
Masjid Jami' Al Qo'qo' Bin Amru,Masjid,"CRQC+VMM, Tanah Baru, Kec. Bogor Utara, Kota Bogor, Jawa Barat",03.30 hingga 21.30,"4,7",54,,Tidak Ada ,Tidak Tersedia,-6.5602903,106.8216599,Aksesibilitas Tersedia,[]
Masjid Al-ikhlas Tegal Manggah,Masjid,"Jl. Malabar No.2, RT.01/RW.05, Tegallega, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16129",Buka 24 jam,"4,7",43,"
(0251) 24434",Ada,Tidak Tersedia,-6.5957078,106.8071695,Aksesibilitas Tersedia,[]
Masjid Jami' Al-Quba,Masjid,"Jl. Tatapakan II X No.RT 02, RT.01/RW.10, Tegal Gundil, Kec. Bogor Utara, Kota Bogor, Jawa Barat 16152",04.00 hingga 21.00,"4,6",82,,Tidak Ada ,Tidak Tersedia,-6.5838169,106.8127453,Aksesibilitas Tersedia,[]
"Masjid Al Anshor - Markaz Da'wah Bogor, Jawa Barat, Indonesia",Masjid,"Jl. Brigjen Saptadji Hadiprawira No.kel, RT.02/RW.09, Cilendek Bar., Kec. Bogor Bar., Kota Bogor, Jawa Barat 16112",,"4,8",50,,Tidak Ada ,Tidak Tersedia,-6.5695529,106.7661405,Aksesibilitas Tersedia,[]
Masjid Kramat An Nur Empang Bogor.,Masjid,"JL Lolongok, Rt 2 RW 4, Bogor Selatan, RT.02/RW.12, Empang, Kec. Bogor Sel., Kota Bogor, Jawa Barat 16132",Buka 24 jam,"4,8",258,,Tidak Ada ,Tidak Tersedia,,,Aksesibilitas Tersedia,[]
Masjid Bogor Nirwana Residence (BNR),Masjid,"Blok, Jl. Bayu Nirwana Raya I Blok b No.29, RT.01/RW.12, Mulyaharja, Bogor Selatan, Bogor City, West Java 16135",Buka 24 jam,"4,7",206,,Tidak Ada ,Tidak Tersedia,-6.6249091,106.7957941,Aksesibilitas Tersedia,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']"
