nama_tempat,type_place,alamat,jam_operasional,rating,jumlah_review,telepon,stt_tlp,website,latitude,longitude,Ketersediaan Akses,aksesibilitas
Masjid An-Nur RW 04 Nagri Kidul,Masjid,"Jl. Garuda No.4, Nagri Kidul, Kec. Purwakarta, Kabupaten Purwakarta, Jawa Barat 41111",,"4,9",38,,Tidak Ada ,Tidak Tersedia,-6.5586398,107.4477982,Aksesibilitas Tersedia,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']"
Masjid Jami Al Magfiroh,Masjid,"Jl. Mekarsari 1 No.Rt 015, RT.07, Purwamekar, Kec. Purwakarta, Kabupaten Purwakarta, Jawa Barat",,"4,8",8,,Tidak Ada ,Tidak Tersedia,-6.5339912,107.440236,Aksesibilitas Tersedia,[]
Masjid Jamie Al-Muhsin,Masjid,"FFP4+P9X, Mulyamekar, Kec. Babakancikao, Kabupaten Purwakarta, Jawa Barat 41151",,"4,6",141,,Tidak Ada ,Tidak Tersedia,-6.5131449,107.4559699,Aksesibilitas Tersedia,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']"
Masjid Al-Munawaroh,Masjid,"Blok Beringin Jl. Veteran No.13, RT.48/RW.2, Nagri Kaler, Purwakarta, Purwakarta Regency, West Java 41115",,"5,0",3,,Tidak Ada ,Tidak Tersedia,-6.5355993,107.445324,Aksesibilitas Tersedia,[]
Masjid Al Ikhlas,Masjid,"FC5P+4MG, Jl. Pasar Leuwi Panjang/Pasar Senen, Koncara, Cipaisan, Kec. Purwakarta, Kabupaten Purwakarta, Jawa Barat 41119",,"4,5",4,"
0878-7943-5295",Ada,Tidak Tersedia,-6.5421907,107.4366961,Aksesibilitas Tersedia,[]
Masjid Jami Al Hikmah,Masjid,"FFH6+RJM, Jl. Ipik Gandamanah, Ciseureuh, Kec. Purwakarta, Kabupaten Purwakarta, Jawa Barat 41118",,"4,5",19,,Tidak Ada ,Tidak Tersedia,-6.5204103,107.4615354,Aksesibilitas Tersedia,[]
Masjid Al-Hidayyah,Masjid,"FFC7+G85, Munjuljaya, Kec. Purwakarta, Kabupaten Purwakarta, Jawa Barat 41117",,"4,8",11,,Tidak Ada ,Tidak Tersedia,-6.5287352,107.4633644,Aksesibilitas Tersedia,[]
Masjid An-Nur,Masjid,"FFM4+4MR, Komplek, Jl. Pesona Griya Asri Jl. Veteran, Ciseureuh, Purwakarta, Purwakarta Regency, West Java 41118",,"5,0",63,,Tidak Ada ,Tidak Tersedia,-6.5171415,107.4566531,Aksesibilitas Tersedia,[]
Masjid baing Marzuki,Masjid,"CCVQ+8C9, Cipaisan, Kec. Purwakarta, Kabupaten Purwakarta, Jawa Barat 41113",Buka 24 jam,"5,0",1,"
(0264) 355354",Ada,Tidak Tersedia,-6.5567058,107.4385971,Aksesibilitas Tersedia,[]
Masjid PLN UP3 Purwakarta,Masjid,"CCWW+68C, Jl. K.K Singawinata, Nagri Tengah, Kec. Purwakarta, Kabupaten Purwakarta, Jawa Barat 41114",Buka 24 jam,"4,6",54,,Tidak Ada ,Tidak Tersedia,-6.5544484,107.4457721,Aksesibilitas Tersedia,[]
Masjid Al Hidayah,Masjid,"Blok Beringin No., Jl. Veteran Blok Beringin No.43, Nagri Kaler, Kec. Purwakarta, Kabupaten Purwakarta, Jawa Barat 41115",,"4,5",2,,Tidak Ada ,Tidak Tersedia,-6.5369208,107.4474562,Aksesibilitas Tersedia,[]
Masjid Kasyfur Rahman,Masjid,"FF83+PV9, Jl. Munjul Jaya Permai, RT.2/RW.1, Munjuljaya, Kec. Purwakarta, Kabupaten Purwakarta, Jawa Barat 41117",,"4,6",17,"
0815-7336-1619",Ada,Tersedia,-6.5332001,107.454727,Aksesibilitas Tersedia,[]
Masjid Jami An Nur,Masjid,"Jl. Taman Pahlawan No.142, Maracang, Kec. Babakancikao, Kabupaten Purwakarta, Jawa Barat 41151",,"4,7",33,,Tidak Ada ,Tidak Tersedia,-6.527108,107.4349564,Aksesibilitas Tersedia,[]
Masjid Jami Al Mujahidin,Masjid,"Jl. Lodaya Kp. Baru No.60, Nagri Kidul, Kec. Purwakarta, Kabupaten Purwakarta, Jawa Barat 41111",,"4,8",18,,Tidak Ada ,Tidak Tersedia,-6.5554453,107.4498574,Aksesibilitas Tersedia,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']"
Masjid Jami Al Istiqomah,Masjid,"FCJX+9J4, Jl. Veteran, Ciseureuh, Kec. Purwakarta, Kabupaten Purwakarta, Jawa Barat 41118",,"4,3",24,,Tidak Ada ,Tidak Tersedia,,,Aksesibilitas Tersedia,[]
Masjid Baitul Ukhuwah PPR,Masjid,"FC2W+QFG, Unnamed Road, Nagri Tengah, Kec. Purwakarta, Kabupaten Purwakarta, Jawa Barat 41114",,"4,8",9,,Tidak Ada ,Tidak Tersedia,-6.5480618,107.4462046,Aksesibilitas Tersedia,[]
Masjid Al-Furqon,Masjid,"FF56+4F4, Perum Jl. Graha Citalang Permai, Citalang, Kec. Purwakarta, Kabupaten Purwakarta, Jawa Barat 41111",,"4,2",11,,Tidak Ada ,Tidak Tersedia,-6.5422293,107.4612025,Aksesibilitas Tersedia,[]
Masjid Jami Da'watul fallah,Masjid,"FF9G+HPR, Jl. Munjul Jaya Cilengkeng Purwakarta, Munjuljaya, Kec. Purwakarta, Kabupaten Purwakarta, Jawa Barat 41117",Buka 24 jam,"4,6",7,,Tidak Ada ,Tidak Tersedia,-6.5310063,107.4767704,Aksesibilitas Tersedia,[]
Masjid Jami Al-Aziz,Masjid,"Jl. Taman Pahlawan No.48, Nagri Kaler, Kec. Purwakarta, Kabupaten Purwakarta, Jawa Barat 41119",03.30 hingga 20.00,"4,8",48,,Tidak Ada ,Tidak Tersedia,-6.5384814,107.4414764,Aksesibilitas Tersedia,[]
Masjid Baitul Arqom,Masjid,"CCWW+FJR, Nagri Tengah, Kec. Purwakarta, Kabupaten Purwakarta, Jawa Barat 41114","04.00 hingga 05.30,11.30 hingga 20.00","4,4",86,,Tidak Ada ,Tidak Tersedia,-6.5537742,107.4465012,Aksesibilitas Tersedia,[]
Masjid Ar-rahman Polsek Purwakarta,Masjid,"Jl. Jend. Ahmad Yani No.65, Cipaisan, Kec. Purwakarta, Kabupaten Purwakarta, Jawa Barat 41114",,"4,4",15,,Tidak Ada ,Tidak Tersedia,-6.5571118,107.4369051,Aksesibilitas Tersedia,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']"
Masjid Jamie Al-Ishlah,Masjid,"Jl. Ibrahim Singadilaga No.23, Nagri Kaler, Kec. Purwakarta, Kabupaten Purwakarta, Jawa Barat 41115",,"4,8",35,,Tidak Ada ,Tidak Tersedia,-6.5451261,107.4412257,Aksesibilitas Tersedia,[]
Masjid Jami Al-Kautsar,Masjid,"FC2R+PQG, Cipaisan, Kec. Purwakarta, Kabupaten Purwakarta, Jawa Barat",Buka 24 jam,"4,7",20,,Tidak Ada ,Tidak Tersedia,-6.5481957,107.4419439,Aksesibilitas Tersedia,[]
Masjid Al-Maghfiroh,Masjid,"FC9W+XPQ, Kebon Kolot, Jl. Veteran, Nagri Kaler, Kec. Purwakarta, Kabupaten Purwakarta, Jawa Barat 41115",,"4,7",101,,Tidak Ada ,Tidak Tersedia,-6.5300494,107.4468649,Aksesibilitas Tersedia,['Tidak memiliki tempat parkir khusus pengguna kursi roda']
Masjid IPIK GANDAMANA / SD Plus Mutiara Insani,Masjid,"Jl. Ipik Gandamanah No.7, RT.4/RW.1, Munjuljaya, Kec. Purwakarta, Kabupaten Purwakarta, Jawa Barat 41117",,"4,7",95,"
(0264) 8225324",Ada,Tidak Tersedia,-6.5371392,107.4535627,Aksesibilitas Tersedia,['Tidak memiliki tempat parkir khusus pengguna kursi roda']
Masjid Al Hikmah Ciwareng,Masjid,"FCCQ+VRH, Ciwareng, Kec. Babakancikao, Kabupaten Purwakarta, Jawa Barat 41151",,"4,3",25,"
0896-6284-0672",Ada,Tidak Tersedia,-6.5278069,107.4396218,Aksesibilitas Tersedia,[]
Masjid Al-Ikhlas Batu Mas Regency,Masjid,"Ciseureuh, Kec. Purwakarta, Kabupaten Purwakarta, Jawa Barat 41117",Buka 24 jam,"5,0",6,,Tidak Ada ,Tidak Tersedia,-6.5264823,107.4621898,Aksesibilitas Tersedia,[]
Masjid Al-Idrus Purwakarta,Masjid,"CCXQ+5C8, Gg. Samolo, Cipaisan, Kec. Purwakarta, Kabupaten Purwakarta, Jawa Barat 41113",,"4,3",6,,Tidak Ada ,Tidak Tersedia,-6.5520826,107.4385751,Aksesibilitas Tersedia,[]
Masjid Jami' Al-Kautsar,Masjid,"FFG8+V3C, Ciseureuh, Kec. Purwakarta, Kabupaten Purwakarta, Jawa Barat 41118",,"4,7",10,,Tidak Ada ,Tidak Tersedia,-6.5228003,107.4651312,Aksesibilitas Tersedia,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']"
Masjid Al-Abror,Masjid,"FF65+Q29, Kp. Tegal Junti, RT.06/RW.RT.04, Tegalmunjul, Kec. Purwakarta, Kabupaten Purwakarta, Jawa Barat 41116",,"4,9",21,,Tidak Ada ,Tidak Tersedia,-6.5380806,107.4576216,Aksesibilitas Tersedia,[]
Masjid Al-Hijrah,Masjid,"FFG3+PPF Cluster Koba Village, Ciseureuh, Purwakarta, Purwakarta Regency, West Java 41118",,"5,0",11,,Tidak Ada ,Tidak Tersedia,-6.5231861,107.4542995,Aksesibilitas Tersedia,[]
Masjid Almuawanah Kaum Kaler,Masjid,"CCWR+P2G Komp. Sumur Bandung, Cipaisan, Kec. Purwakarta, Kabupaten Purwakarta, Jawa Barat 41113",,"4,7",18,,Tidak Ada ,Tidak Tersedia,-6.5531835,107.4400699,Aksesibilitas Tersedia,[]
Masjid Al islam,Masjid,"Jl. Jend. Ahmad Yani No.130 13, RW.4, Cipaisan, Kec. Purwakarta, Kabupaten Purwakarta, Jawa Barat 41113",,"4,6",5,,Tidak Ada ,Tidak Tersedia,-6.5497878,107.4376922,Aksesibilitas Tersedia,[]
Masjid Jami Al-Yahya Purwakarta,Masjid,"Jl. Purnawarman Selatan No.13, Sindangkasih, Kec. Purwakarta, Kabupaten Purwakarta, Jawa Barat 41112",,"4,7",9,"
0878-7990-4112",Ada,Tidak Tersedia,-6.5669559,107.4448786,Aksesibilitas Tersedia,[]
Masjid Ar Royyan,Masjid,"Jl. Ipik Gandamanah Blok Rawa Mekar 2 No, 30, Tegalmunjul, Purwakarta, Purwakarta Regency, West Java 41114",,"4,4",28,,Tidak Ada ,Tidak Tersedia,-6.5471801,107.4482236,Aksesibilitas Tersedia,[]
Masjid Jami' Nurul Huda,Masjid,"FFC4+4V8, Jl. Ipik Gandamanah, Munjuljaya, Kec. Purwakarta, Kabupaten Purwakarta, Jawa Barat 41117",,"4,0",1,,Tidak Ada ,Tidak Tersedia,-6.5297023,107.4572149,Aksesibilitas Tersedia,[]
